X Grid Position, Y  Grid Position, VecX, VecY, VecZ
13,19,7.001364,-1.255398,9.511681
14,0,7.007731,-0.7298098,-0.005011941
14,1,7.009992,-0.7088007,0.4955301
14,2,7.008748,-0.7470606,0.9973722
14,3,7.007474,-0.782416,1.497439
14,4,7.006227,-0.8141887,1.997598
14,5,7.00508,-0.8416906,2.497856
14,6,7.004087,-0.8643488,2.99821
14,7,7.003297,-0.881716,3.498652
14,8,7.002751,-0.8934678,3.999161
14,9,7.002472,-0.899395,4.499722
14,10,7.002472,-0.8993951,5.000278
14,11,7.002751,-0.8934678,5.500839
14,12,7.003297,-0.881716,6.001348
14,13,7.004087,-0.8643488,6.501791
14,14,7.00508,-0.8416905,7.002143
14,15,7.006227,-0.8141887,7.502402
14,16,7.007474,-0.782416,8.002559
14,17,7.008748,-0.7470606,8.502627
14,18,7.009992,-0.7088006,9.004469
14,19,7.007731,-0.7298097,9.505012
15,0,7.009002,-0.1986626,0.001617812
15,1,6.996393,-0.1941357,0.505501
15,2,6.651655,-0.37834,0.9967353
15,3,6.553673,-0.5477318,1.490363
15,4,6.520493,-0.6552355,1.987754
15,5,6.506362,-0.7273473,2.487738
15,6,6.499304,-0.7776249,2.989257
15,7,6.495451,-0.8122584,3.491739
15,8,6.493351,-0.8342073,3.994818
15,9,6.492409,-0.844899,4.498238
15,10,6.492409,-0.8448989,5.001762
15,11,6.49335,-0.8342077,5.505182
15,12,6.495451,-0.8122576,6.00826
15,13,6.499304,-0.7776244,6.510743
15,14,6.506362,-0.7273493,7.012269
15,15,6.520492,-0.6552383,7.512241
15,16,6.553672,-0.5477322,8.009632
15,17,6.651655,-0.3783411,8.503258
15,18,6.996391,-0.194136,8.994497
15,19,7.009019,-0.1986611,9.498398
