X Grid Position, Y  Grid Position, VecX, VecY, VecZ
9,17,4.61533,-1.705388,8.514329
9,18,4.636148,-1.763967,9.017499
9,19,4.579404,-1.530281,9.51509
9,20,4.543054,-1.31591,10.01257
10,0,5.057553,-1.231968,-0.01162967
10,1,5.117044,-1.452637,0.4854805
10,2,5.225018,-1.708762,0.982335
10,3,5.181973,-1.638471,1.485335
10,4,5.216489,-1.744322,1.987207
10,5,5.303712,-1.907764,2.488444
10,6,5.337055,-1.980787,2.988187
10,7,5.325542,-1.998021,3.494134
10,8,5.381991,-2.080734,3.999714
10,9,5.388261,-2.100301,4.492297
10,10,5.351513,-2.067168,5
10,11,5.388261,-2.100301,5.507704
10,12,5.381991,-2.080734,6.000287
10,13,5.325543,-1.998021,6.505867
10,14,5.337055,-1.980787,7.011812
10,15,5.303713,-1.907764,7.511556
10,16,5.216489,-1.744323,8.012794
10,17,5.181973,-1.638471,8.514667
10,18,5.225017,-1.708761,9.017666
10,19,5.117043,-1.452636,9.514522
10,20,5.057553,-1.231967,10.01163
11,0,5.558226,-1.094841,-0.009773092
11,1,5.63798,-1.305329,0.487264
11,2,5.826874,-1.571684,0.9837077
11,3,5.743427,-1.493965,1.486218
11,4,5.762763,-1.555858,1.988665
11,5,5.920161,-1.719208,2.489486
11,6,5.956391,-1.769448,2.989014
11,7,5.892656,-1.756849,3.494912
11,8,6.00861,-1.842981,3.999985
11,9,6.012694,-1.856533,4.492609
11,10,5.918615,-1.809619,5
11,11,6.012694,-1.856533,5.507391
11,12,6.008612,-1.842983,6.00001
11,13,5.892657,-1.756849,6.505088
11,14,5.956392,-1.769448,7.01099
11,15,5.920161,-1.719208,7.510512
11,16,5.762765,-1.555858,8.011336
11,17,5.743428,-1.493965,8.513783
11,18,5.826872,-1.571683,9.016288
11,19,5.63798,-1.305329,9.512736
11,20,5.558226,-1.09484,10.00978
12,0,6.256958,-1.116147,-0.01732777
12,1,6.127895,-1.072735,0.4930762
12,2,6.131165,-1.112223,0.9821339
12,3,6.2643,-1.188548,1.484932
12,4,6.484406,-1.277503,1.992101
12,5,6.257424,-1.257141,2.489156
12,6,6.25365,-1.295569,2.99244
12,7,6.459593,-1.372203,3.493546
12,8,6.243364,-1.333633,3.993518
12,9,6.245801,-1.34614,4.49933
12,10,6.455976,-1.403491,5
12,11,6.245801,-1.34614,5.50067
12,12,6.243361,-1.333632,6.006477
12,13,6.459595,-1.372203,6.506457
12,14,6.25365,-1.295568,7.007566
12,15,6.257427,-1.257142,7.510836
12,16,6.484405,-1.277504,8.007887
12,17,6.264291,-1.188546,8.515074
12,18,6.131165,-1.112223,9.017863
12,19,6.127893,-1.072734,9.506925
12,20,6.256958,-1.116147,10.01733
13,0,6.510912,-0.6452284,-0.002622943
13,1,6.509413,-0.6909813,0.4973554
13,2,6.507637,-0.7366138,0.9974222
13,3,6.510277,-0.7125489,1.498771
13,4,6.508847,-0.749123,1.999227
13,5,6.507268,-0.7838169,2.499795
13,6,6.505609,-0.8116608,2.999518
13,7,6.504549,-0.832574,3.500459
13,8,6.503502,-0.8501067,4.001469
13,9,6.502947,-0.859781,4.498831
13,10,6.502911,-0.8616806,5
13,11,6.502947,-0.8597809,5.501169
13,12,6.503502,-0.8501068,5.998531
13,13,6.504549,-0.8325739,6.499541
13,14,6.505609,-0.8116608,7.000482
13,15,6.507268,-0.7838171,7.500204
13,16,6.508847,-0.7491235,8.00077
13,17,6.510277,-0.7125491,8.501227
13,18,6.507636,-0.7366139,9.002578
13,19,6.509413,-0.6909813,9.502645
13,20,6.510912,-0.6452284,10.00262
14,0,6.752341,-0.1873296,0.01129742
14,1,6.86695,-0.3218091,0.5013707
14,2,6.870961,-0.3536097,1.013071
14,3,6.758999,-0.2441517,1.512156
14,4,6.549407,-0.21248,2.006315
14,5,6.755089,-0.3000231,2.510724
14,6,6.752328,-0.3335478,3.00639
14,7,6.532381,-0.2958174,3.507196
14,8,6.743901,-0.3653407,4.00938
14,9,6.746823,-0.375978,4.498333
14,10,6.531631,-0.3229562,5
14,11,6.746823,-0.375978,5.501667
14,12,6.743902,-0.3653409,5.99062
14,13,6.532379,-0.2958177,6.492802
14,14,6.752328,-0.333547,6.993609
14,15,6.755084,-0.3000202,7.489283
14,16,6.549407,-0.2124805,7.993681
14,17,6.759007,-0.2441556,8.487857
14,18,6.87096,-0.3536088,8.986926
14,19,6.866949,-0.3218078,9.498616
14,20,6.752339,-0.1873293,9.988693
